Q3,Q4,Q40,Q91,Q41,Q42,Q43,Q5,Q6,Q7,Q9,Q11,Q44,Q23,Q21,Q41,Q43,Q45,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q65,Q57,Q58,Q100,Q101,Q103,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q123,Q115,Q116,Q117,Q118,Q82,Q122,Q13,Q15,Q17,Q19,Q25,Q27,Q29,Q31,Q33,Q71,Q35,Q119,Q120,Q37,Q46,Q49,Q51,Q53,Q72,Q74,Q75,Q121,Q55
Trinity,White,Man,Yes,Heterosexual,No,No,No,VA,22213,,,Suburban,"$250,000-$500,000",No,Political Science,Not interested at all,Slightly interested,Not interested at all,Neither favorable nor unfavorable,Somewhat unlikely,Yes,Modeling in Economic and Social Sciences,Somewhat agree,Clubs / Extracurriculars,A little,No,Yes,Neither favorable nor unfavorable,Not at all,Somewhat,11-13,3-5,0-2,0-2,0-2,Quite a bit,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",None of these,"Counseling and Psychological Services (CAPS),DuWell,Peer for You",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Diet and nutrition lecture courses through the Department of Health, Wellness, and Physical Education (HWPE),None of these","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Mary Lou Williams Center for Black Culture",Freeman Center for Jewish Life,No,,4,SAT,1540,,Public (non-charter),Yes,3,1,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Jewish,Somewhat religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,Asian,Man,Yes,Heterosexual,No,No,No,NJ,,,,Suburban,,,Economics,Not interested at all,Slightly interested,Slightly interested,Neither favorable nor unfavorable,Neither likely nor unlikely,Yes,Modeling in Economic and Social Sciences,Strongly agree,Dorm,A moderate amount,No,Yes,Somewhat favorable,Somewhat,Somewhat,11-13,3-5,0-2,0-2,0-2,Somewhat,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",None of these,"Duke Reach,Two Click to Connect Form,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center",None of these,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",Freeman Center for Jewish Life,No,,4,"SAT,ACT",1570,35,Public (non-charter),No,20,8,No,No,No,Yes,Class of 2024,No,Student life / campus culture,,Not very religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,Asian,Man,Yes,Heterosexual,Yes,No,No,FL,34229,,,Suburban,"$125,000-$250,000",Yes,Economics,Slightly interested,Moderately interested,Not interested at all,Somewhat favorable,Neither likely nor unlikely,No,,Somewhat agree,Dorm,A little,No,Yes,Neither favorable nor unfavorable,Somewhat,Quite a bit,8-10,3-5,0-2,3-5,3-5,Quite a bit,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Directors of Academic Engagement (Academic Advising Center),Career Center",None of these,"Blue Devils Care,Counseling and Psychological Services (CAPS)",None of these,"Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,4,ACT,,35,Public (non-charter),No,1,1,Yes,No,Yes,No,,Yes,Pre-professional opportunities and alumni network,Agnostic,Not at all religious,Moderate,No,,,,Drank alcohol
Trinity,Asian,Man,Yes,Heterosexual,No,No,No,UT,84108,,,Urban,"$250,000-$500,000",No,International Comparative Studies,Not interested at all,Not interested at all,Not interested at all,Strongly unfavorable,Very unlikely,Yes,Geopolitics & Culture,Strongly agree,Dorm,A lot,No,Yes,Somewhat favorable,A little,Quite a bit,8-10,3-5,3-5,6+,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",None of these,"Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Duke Health COVID-19 Hotline,Arts Annex",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)","Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,4,ACT,,34,Public (non-charter),Yes,13,9,No,No,No,No,,No,Financial aid award / scholarship,Atheist,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,"White,Black or African American",Woman,Yes,Heterosexual,No,No,No,IL,60618,,,Urban,"$125,000-$250,000",No,Public Policy Studies,Very interested,Slightly interested,Not interested at all,Somewhat favorable,Very likely,Yes,Humanitarian Challenges,Somewhat agree,Dorm,None at all,No,Yes,Somewhat favorable,Not at all,Somewhat,0-3,6-7,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Study Connect (ARC),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",Study Connect (ARC),"Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell","Blue Devils Care,DuWell","Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Diet and nutrition lecture courses through the Department of Health, Wellness, and Physical Education (HWPE),Outdoor Adventures with Personal Trip Plans,Arts Annex","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Diet and nutrition lecture courses through the Department of Health, Wellness, and Physical Education (HWPE)","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",Freeman Center for Jewish Life,Yes,No,3.9,,,,Public (non-charter),Yes,4,4,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Atheist,Not at all religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting in Durham,Yes,Elaine O’Neal,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Trinity,White,Woman,Yes,Questioning,No,No,No,NJ,08730,,,Suburban,"$125,000-$250,000",Yes,Earth and Climate Sciences,Not interested at all,Moderately interested,Moderately interested,Neither favorable nor unfavorable,Somewhat likely,No,,Somewhat disagree,Dorm,A moderate amount,No,Yes,Neither favorable nor unfavorable,Not at all,Not at all,4-7,3-5,0-2,3-5,0-2,Quite a bit,"Group tutoring (Academic Resource Center),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Group tutoring (Academic Resource Center),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries)","Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS)",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline",Student Health at the Student Wellness Center,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",Mary Lou Williams Center for Black Culture,Prefer not to say,,4,SAT,1560,,Public (non-charter),No,10,4,No,No,No,No,,No,Academics and interdisciplinary curriculum,Protestant,Not very religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,Used drugs
Pratt,Black or African American,Gender queer/Nonbinary,,Bisexual,Yes,No,No,GA,30135,,,Suburban,"Below $40,000",Yes,Environmental Engineering,Not interested at all,Not interested at all,Not interested at all,Strongly unfavorable,Somewhat unlikely,No,,Strongly agree,Orientation Week,A little,No,No,Neither favorable nor unfavorable,Somewhat,A little,4-7,3-5,0-2,0-2,3-5,Very much,"Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio",Drop-in tutoring (ARC),None of these,None of these,"Student Health at the Student Wellness Center,Arts Annex",Arts Annex,"Freeman Center for Jewish Life,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)","Freeman Center for Jewish Life,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,4,SAT,1350,,Public (non-charter),No,8,3,Yes,No,Yes,No,,No,Financial aid award / scholarship,Other,Somewhat religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,
Pratt,Black or African American,Woman,Yes,Heterosexual,Yes,No,No,MO,65202,,,Suburban,"Below $40,000",Yes,Biomedical Engineering,Slightly interested,Not interested at all,Not interested at all,Somewhat unfavorable,Somewhat likely,No,,Strongly agree,Dorm,A little,No,Yes,Neither favorable nor unfavorable,Not at all,Not at all,4-7,3-5,0-2,0-2,0-2,Somewhat,"STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Career Center",Thompson Writing Program Writing Studio,None of these,None of these,Arts Annex,Arts Annex,"Center for Muslim Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)","Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture",No,,3.98,ACT,,33,Public (non-charter),No,5,5,Yes,No,Yes,No,,No,Financial aid award / scholarship,Protestant,Religious,Somewhat liberal,No,,,,
Trinity,Asian,Woman,Yes,Heterosexual,No,No,Yes,,,Guangzhou,China,Suburban,"$80,000-$125,000",No,Psychology,Not interested at all,Slightly interested,Not interested at all,Strongly favorable,Somewhat unlikely,Yes,Knowledge in the Service of Society,Somewhat agree,Dorm,A moderate amount,No,Yes,Neither favorable nor unfavorable,A little,Somewhat,11-13,3-5,3-5,3-5,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Study Connect (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising","Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",DuWell,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans,Arts Annex","Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans,Arts Annex","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",No,,4,"SAT,ACT",1520,35,Public (non-charter),Yes,4,2,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Protestant,Religious,Moderate,Ineligible to vote,,,,Drank alcohol
Trinity,Asian,Man,Yes,Heterosexual,No,No,No,CA,93311,,,Rural,"Above $500,000",No,Global Health**,Slightly interested,Very interested,Moderately interested,Somewhat unfavorable,Very likely,No,,Somewhat agree,Dorm,A little,No,Yes,Somewhat unfavorable,Somewhat,Somewhat,11-13,6-7,0-2,3-5,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center)",None of these,"Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden)",Student Health at the Student Wellness Center,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Center for Sexual and Gender Diversity,Disability Cultural Center",No,,4,SAT,1590,,Public (non-charter),No,30,12,No,No,No,No,,No,Student life / campus culture,Other,Somewhat religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,White,Woman,Yes,Pansexual,No,No,No,CT,06811,,,Suburban,"Above $500,000",No,Political Science,Slightly interested,Slightly interested,Slightly interested,Somewhat unfavorable,Somewhat unlikely,Yes,Geopolitics & Culture,Somewhat agree,Classes,A little,No,Yes,Somewhat favorable,Not at all,A little,8-10,3-5,0-2,0-2,0-2,A little,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Student Disability Access Office,Career Center","Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex",Student Health at the Student Wellness Center,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Women’s Center,Center for Muslim Life,Center for Sexual and Gender Diversity",Yes,Yes,4,SAT,1570,,Public (non-charter),No,23,11,No,No,No,No,,No,Academics and interdisciplinary curriculum,Agnostic,Not very religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs"
Pratt,White,Man,Yes,Heterosexual,No,No,No,CT,06880,,,Suburban,"Above $500,000",No,Mechanical Engineering,Very interested,Very interested,Slightly interested,Somewhat unfavorable,Somewhat likely,No,,Strongly agree,Orientation Week,A little,No,Yes,Neither favorable nor unfavorable,A little,A little,4-7,6-7,0-2,3-5,0-2,Quite a bit,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Pre-professional advising,Career Center",None of these,"Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",Freeman Center for Jewish Life,Yes,No,3.9,ACT,,36,Public (non-charter),Yes,19,11,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Jewish,Somewhat religious,Moderate,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Trinity,"White,Hispanic or Latinx/e",Woman,Yes,Pansexual,No,No,No,NC,28262,,,Suburban,"$80,000-$125,000",Yes,Public Policy Studies,Slightly interested,Slightly interested,Very interested,Neither favorable nor unfavorable,Somewhat likely,Yes,Humanitarian Challenges,Somewhat agree,Dorm,A little,No,Yes,Somewhat favorable,Somewhat,Somewhat,8-10,0-2,3-5,0-2,0-2,Quite a bit,"Group tutoring (Academic Resource Center),Thompson Writing Program Writing Studio",None of these,Counseling and Psychological Services (CAPS),None of these,"Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex","Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Duke Health COVID-19 Hotline","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,3.9,ACT,,,Public (non-charter),No,7,6,No,No,Yes,No,,No,Financial aid award / scholarship,Atheist,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,"White,Black or African American",Man,Yes,Heterosexual,No,No,No,NC,28358,,,Rural,"$40,000-$80,000",Yes,Neuroscience,Slightly interested,Moderately interested,Moderately interested,Neither favorable nor unfavorable,Very likely,No,,Strongly agree,Orientation Week,None at all,No,Yes,Strongly favorable,Not at all,Not at all,11-13,3-5,0-2,0-2,6+,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),GRE/MCAT Prep (ARC),Thompson Writing Program Writing Studio,Career Center","STEM Advancement through Group Engagement Program (SAGE) (ARC),Pre-professional advising","Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",Mary Lou Williams Center for Black Culture,No,,3.8,ACT,,26,Public (non-charter),No,5,5,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Protestant,Very religious,Somewhat conservative,Yes,I am NOT from Durham; I am voting at home,,,
Trinity,"Hispanic or Latinx/e,Asian",Woman,Yes,Heterosexual,No,No,Yes,,,São Paulo,Brazil,Urban,"Above $500,000",No,Computer Science,Not interested at all,Moderately interested,Not interested at all,Somewhat favorable,Very likely,No,,Strongly agree,Orientation Week,A little,No,Yes,Somewhat favorable,Not at all,Not at all,8-10,3-5,0-2,3-5,0-2,Very much,None of these,None of these,"Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline",None of these,"Women’s Center,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,Yes,No,4,SAT,1530,,Private (non-denominational),Yes,13,1,Yes,No,Yes,Yes,Class of 2024,Yes,Academics and interdisciplinary curriculum,Catholic,Not very religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting in Durham,No,,"Drank alcohol,Obtained a fake ID"
Pratt,White,Woman,Yes,Heterosexual,No,No,No,TN,37220,,,Suburban,"$80,000-$125,000",No,Mechanical Engineering,Moderately interested,Slightly interested,Not interested at all,Strongly unfavorable,Very likely,No,,Somewhat disagree,Orientation Week,A great deal,No,Yes,Somewhat unfavorable,Somewhat,Very much,4-7,3-5,0-2,0-2,3-5,Very much,"Group tutoring (Academic Resource Center),Career Center",None of these,"Duke Reach,Blue Devils Care,DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center",Women’s Center,None of these,No,,4,ACT,,35,Private (non-denominational),No,3,3,Yes,No,Yes,No,,Yes,Student life / campus culture,Protestant,Somewhat religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Obtained a fake ID"
Trinity,Asian,Woman,Yes,Heterosexual,No,No,No,IL,60004,,,Suburban,"$40,000-$80,000",Yes,Undecided,Slightly interested,Slightly interested,Not interested at all,Neither favorable nor unfavorable,Somewhat likely,Yes,Knowledge in the Service of Society,Somewhat agree,Dorm,A moderate amount,No,No,Neither favorable nor unfavorable,Somewhat,Somewhat,11-13,3-5,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),Career Center",None of these,Counseling and Psychological Services (CAPS),None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Outdoor Adventures with Personal Trip Plans","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity",Center for Sexual and Gender Diversity,No,,3.9,"SAT,ACT",1420,34,Public (non-charter),No,7,5,No,Yes,No,No,,No,"Duke’s ""brand name""",Hindu,Not very religious,Somewhat liberal,No,,,,"Drank alcohol,Had sex"
Trinity,Asian,Woman,Yes,Heterosexual,No,No,No,CA ,91362,,,Suburban,"$80,000-$125,000",Yes,Environmental Sciences,Not interested at all,Moderately interested,Moderately interested,Somewhat unfavorable,Very likely,Yes,"Global Energy: Past, Present, and Future",Strongly agree,Classes,A moderate amount,No,Yes,Somewhat favorable,Don’t know,A little,11-13,3-5,3-5,0-2,0-2,Not at all,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Student Disability Access Office,Career Center",None of these,"Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Arts Annex","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,International House",Freeman Center for Jewish Life,No,,3.94,ACT,,36,Public (non-charter),No,1,1,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Other,Not very religious,Very liberal,Yes,I am NOT from Durham; I am voting in Durham,Yes,Elaine O’Neal,Drank alcohol
Trinity,White,Woman,Yes,Heterosexual,No,No,No,SC,29650,,,Suburban,"$125,000-$250,000",No,Public Policy Studies,Slightly interested,Moderately interested,Slightly interested,Somewhat favorable,Very likely,Yes,Envisioning Human Rights,Strongly agree,Dorm,A little,No,Yes,Somewhat favorable,A little,A little,8-10,3-5,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Career Center",Ask a Librarian (Duke Libraries),"Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex","Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,International House","Women’s Center,Center for Sexual and Gender Diversity",No,,4,"SAT,ACT",1510,35,Public (non-charter),No,10,6,No,No,No,No,,No,Academics and interdisciplinary curriculum,Catholic,Somewhat religious,Moderate,No,,,,
